Title,Year,Runtime_minutes,Genres,Rating,Votes,IMDB_Link
Scandal,(2012–2018),43.0,"Drama, Thriller            ",7.7,"71,338",https://www.imdb.com/title/tt1837576/
Hart of Dixie,(2011–2015),60.0,"Comedy, Drama, Romance            ",7.7,"51,153",https://www.imdb.com/title/tt1832979/
New Girl,(2011–2018),22.0,"Comedy, Romance            ",7.7,"212,403",https://www.imdb.com/title/tt1826940/
Smash,(2012–2013),44.0,"Drama, Musical            ",7.7,"17,209",https://www.imdb.com/title/tt1825133/
Switched at Birth,(2011–2017),60.0,"Drama, Family, Romance            ",7.7,"24,657",https://www.imdb.com/title/tt1758772/
Nikita,(2010–2013),60.0,"Action, Crime, Drama            ",7.7,"50,629",https://www.imdb.com/title/tt1592154/
Happy Endings,(2011–2020),22.0,"Comedy, Romance            ",7.7,"37,516",https://www.imdb.com/title/tt1587678/
Rookie Blue,(2010–2015),42.0,"Action, Crime, Drama            ",7.7,"16,930",https://www.imdb.com/title/tt1442065/
Human Target,(2010–2011),60.0,"Action, Adventure, Crime            ",7.7,"17,978",https://www.imdb.com/title/tt1439741/
Lost Girl,(2010–2016),44.0,"Action, Drama, Fantasy            ",7.7,"30,385",https://www.imdb.com/title/tt1429449/
The Vampire Diaries,(2009–2017),43.0,"Drama, Fantasy, Horror            ",7.7,"306,500",https://www.imdb.com/title/tt1405406/
Nurse Jackie,(2009–2015),27.0,"Comedy, Drama            ",7.7,"26,512",https://www.imdb.com/title/tt1190689/
Des,(2020),47.0,"Crime, Drama, History            ",7.7,"15,581",https://www.imdb.com/title/tt11656892/
Dollhouse,(2009–2010),44.0,"Drama, Mystery, Sci-Fi            ",7.7,"48,587",https://www.imdb.com/title/tt1135300/
The Sex Lives of College Girls,(2021– ),39.0,Comedy            ,7.7,"10,399",https://www.imdb.com/title/tt11212276/
Flashpoint,(2008–2012),41.0,"Action, Crime, Drama            ",7.7,"17,324",https://www.imdb.com/title/tt1059475/
Teenage Bounty Hunters,(2020),50.0,"Comedy, Crime, Drama            ",7.7,"10,439",https://www.imdb.com/title/tt10584608/
Midnight Mass,(2021),450.0,"Drama, Fantasy, Horror            ",7.7,"95,571",https://www.imdb.com/title/tt10574558/
Station Eleven,(2021–2022),507.0,"Adventure, Drama, Fantasy            ",7.7,"15,308",https://www.imdb.com/title/tt10574236/
Alias Grace,(2017),267.0,"Biography, Crime, Drama            ",7.7,"30,823",https://www.imdb.com/title/tt1034007/
Prodigal Son,(2019–2021),44.0,"Crime, Drama, Mystery            ",7.7,"19,711",https://www.imdb.com/title/tt10327354/
Inside Job,(2021– ),30.0,"Animation, Comedy, Fantasy            ",7.7,"12,954",https://www.imdb.com/title/tt10231312/
Hawkeye,(2021),60.0,"Action, Adventure, Crime            ",7.7,"129,977",https://www.imdb.com/title/tt10160804/
Darker Than Black: Kuro no keiyakusha,(2007–2010),24.0,"Animation, Action, Drama            ",7.7,"11,572",https://www.imdb.com/title/tt0995941/
Reaper,(2007–2009),45.0,"Adventure, Comedy, Drama            ",7.7,"24,026",https://www.imdb.com/title/tt0955322/
Terminator: The Sarah Connor Chronicles,(2008–2009),60.0,"Action, Drama, Fantasy            ",7.7,"59,461",https://www.imdb.com/title/tt0851851/
The Dresden Files,(2007–2008),60.0,"Crime, Drama, Fantasy            ",7.7,"10,339",https://www.imdb.com/title/tt0486657/
Torchwood,(2006–2011),50.0,"Action, Drama, Mystery            ",7.7,"40,258",https://www.imdb.com/title/tt0485301/
Afro Samurai,(2007),26.0,"Animation, Action, Adventure            ",7.7,"16,193",https://www.imdb.com/title/tt0465316/
My Name Is Earl,(2005–2009),22.0,Comedy            ,7.7,"100,619",https://www.imdb.com/title/tt0460091/
The Closer,(2005–2012),46.0,"Crime, Drama, Mystery            ",7.7,"25,009",https://www.imdb.com/title/tt0458253/
Robot Chicken,(2005– ),11.0,"Animation, Short, Adventure            ",7.7,"42,139",https://www.imdb.com/title/tt0437745/
One Tree Hill,(2003–2012),60.0,"Drama, Romance, Sport            ",7.7,"77,319",https://www.imdb.com/title/tt0368530/
NCIS: Naval Criminal Investigative Service,(2003– ),60.0,"Action, Crime, Drama            ",7.7,"137,397",https://www.imdb.com/title/tt0364845/
Drake & Josh,(2004–2007),23.0,"Comedy, Family            ",7.7,"38,394",https://www.imdb.com/title/tt0363328/
Grim & Evil,(2001–2007),30.0,"Animation, Adventure, Comedy            ",7.7,"22,694",https://www.imdb.com/title/tt0292800/
3rd Rock from the Sun,(1996–2001),60.0,"Comedy, Family, Sci-Fi            ",7.7,"51,062",https://www.imdb.com/title/tt0115082/
The Outer Limits,(1995–2002),44.0,"Drama, Fantasy, Horror            ",7.7,"12,308",https://www.imdb.com/title/tt0112111/
Goosebumps,(1995–1998),22.0,"Fantasy, Horror, Mystery            ",7.7,"13,154",https://www.imdb.com/title/tt0111987/
Law & Order,(1990– ),45.0,"Crime, Drama, Mystery            ",7.7,"35,463",https://www.imdb.com/title/tt0098844/
MacGyver,(1985–1992),48.0,"Action, Adventure, Crime            ",7.7,"37,960",https://www.imdb.com/title/tt0088559/
Criminal: UK,(2019– ),43.0,"Crime, Drama, Mystery            ",7.6,"17,520",https://www.imdb.com/title/tt9348692/
Dr. Death,(2021),60.0,"Crime, Drama, Thriller            ",7.6,"10,768",https://www.imdb.com/title/tt9179552/
Spinning Out,(2020),48.0,"Drama, Sport            ",7.6,"13,394",https://www.imdb.com/title/tt9117054/
Dickinson,(2019–2021),30.0,"Biography, Comedy, Drama            ",7.6,"12,254",https://www.imdb.com/title/tt8518136/
The English Game,(2020),281.0,"Drama, History, Sport            ",7.6,"13,993",https://www.imdb.com/title/tt8403664/
The Serpent,(2021),458.0,"Crime, Drama, Thriller            ",7.6,"40,546",https://www.imdb.com/title/tt7985576/
In the Dark,(2019– ),42.0,"Action, Crime, Horror            ",7.6,"10,743",https://www.imdb.com/title/tt7772602/
Messiah,(2020),43.0,"Drama, Mystery, Thriller            ",7.6,"41,792",https://www.imdb.com/title/tt7671598/
The North Water,(2021),300.0,"Adventure, Drama, Mystery            ",7.6,"10,415",https://www.imdb.com/title/tt7660970/
Your Honor,(II) (2020–2021),57.0,"Crime, Drama, Thriller            ",7.6,"42,513",https://www.imdb.com/title/tt7440726/
City on a Hill,(2019– ),60.0,"Crime, Drama, Thriller            ",7.6,"10,975",https://www.imdb.com/title/tt7187044/
Alex Rider,(2020– ),45.0,"Action, Adventure, Drama            ",7.6,"13,866",https://www.imdb.com/title/tt6964748/
Hanna,(2019–2021),60.0,"Action, Drama            ",7.6,"35,988",https://www.imdb.com/title/tt6932244/
Devilman: Crybaby,(2018),25.0,"Animation, Action, Drama            ",7.6,"17,448",https://www.imdb.com/title/tt6660498/
Castle Rock,(2018–2019),60.0,"Drama, Fantasy, Horror            ",7.6,"43,346",https://www.imdb.com/title/tt6548228/
Deadly Class,(2018–2019),60.0,"Action, Adventure, Comedy            ",7.6,"16,783",https://www.imdb.com/title/tt5924572/
Mayans M.C.,(2018– ),60.0,"Crime, Drama, Thriller            ",7.6,"15,757",https://www.imdb.com/title/tt5715524/
The White Princess,(2017),60.0,"Drama, History, Romance            ",7.6,"11,267",https://www.imdb.com/title/tt5705956/
Gilmore Girls: A Year in the Life,(2016),370.0,"Comedy, Drama            ",7.6,"35,840",https://www.imdb.com/title/tt5435008/
Sorjonen,(2016–2020),60.0,"Crime, Drama, Mystery            ",7.6,"10,109",https://www.imdb.com/title/tt4937942/
Chicago Med,(2015– ),43.0,Drama            ,7.6,"23,080",https://www.imdb.com/title/tt4655480/
The Five,(2016),60.0,"Crime, Drama, Mystery            ",7.6,"10,457",https://www.imdb.com/title/tt4370528/
The Magicians,(2015–2020),60.0,"Drama, Fantasy, Mystery            ",7.6,"48,619",https://www.imdb.com/title/tt4254242/
Love,(2016–2018),50.0,"Comedy, Drama, Romance            ",7.6,"41,014",https://www.imdb.com/title/tt4061080/
Secrets and Lies,(2015–2016),43.0,"Crime, Drama            ",7.6,"11,439",https://www.imdb.com/title/tt3516878/
Madam Secretary,(2014–2019),45.0,"Drama, Thriller            ",7.6,"22,012",https://www.imdb.com/title/tt3501074/
Baskets,(2016–2019),30.0,"Comedy, Drama            ",7.6,"11,412",https://www.imdb.com/title/tt3468798/
Unbreakable Kimmy Schmidt,(2015–2019),30.0,Comedy            ,7.6,"68,993",https://www.imdb.com/title/tt3339966/
The Flash,(2014– ),43.0,"Action, Adventure, Drama            ",7.6,"332,776",https://www.imdb.com/title/tt3107288/
Ballers,(2015–2019),30.0,"Comedy, Drama, Sport            ",7.6,"41,455",https://www.imdb.com/title/tt2891574/
The 100,(2014–2020),43.0,"Drama, Mystery, Sci-Fi            ",7.6,"238,544",https://www.imdb.com/title/tt2661044/
Hinterland,(2013–2016),90.0,"Crime, Drama, Mystery            ",7.6,"13,516",https://www.imdb.com/title/tt2575968/
The Bridge,(I) (2013–2014),43.0,"Crime, Drama, Mystery            ",7.6,"18,894",https://www.imdb.com/title/tt2406376/
Graceland,(2013–2015),42.0,"Action, Crime, Drama            ",7.6,"16,765",https://www.imdb.com/title/tt2393813/
Mr Selfridge,(2013–2016),45.0,Drama            ,7.6,"15,370",https://www.imdb.com/title/tt2310212/
Witches of East End,(2013–2014),60.0,"Drama, Fantasy, Horror            ",7.6,"25,662",https://www.imdb.com/title/tt2288064/
Video Game High School,(2012–2014),42.0,"Action, Romance, Sci-Fi            ",7.6,"13,175",https://www.imdb.com/title/tt2170584/
Perry Mason,(2020– ),60.0,"Crime, Drama            ",7.6,"17,884",https://www.imdb.com/title/tt2077823/
Parade's End,(2012),287.0,"Action, Drama, Romance            ",7.6,"10,057",https://www.imdb.com/title/tt1956017/
Continuum,(I) (2012–2015),45.0,"Action, Sci-Fi, Thriller            ",7.6,"60,099",https://www.imdb.com/title/tt1954347/
Magic City,(2012–2013),50.0,"Crime, Drama            ",7.6,"12,570",https://www.imdb.com/title/tt1832045/
My Little Pony: Friendship Is Magic,(2010–2020),22.0,"Animation, Adventure, Comedy            ",7.6,"20,406",https://www.imdb.com/title/tt1751105/
The Looney Tunes Show,(2011–2014),23.0,"Animation, Short, Adventure            ",7.6,"15,461",https://www.imdb.com/title/tt1726839/
Franklin & Bash,(2011–2014),60.0,"Comedy, Crime, Drama            ",7.6,"13,713",https://www.imdb.com/title/tt1600199/
Blue Bloods,(2010– ),43.0,"Crime, Drama, Mystery            ",7.6,"37,527",https://www.imdb.com/title/tt1595859/
Teen Wolf,(2011–2017),41.0,"Action, Drama, Fantasy            ",7.6,"140,345",https://www.imdb.com/title/tt1567432/
Rizzoli & Isles,(2010–2016),60.0,"Crime, Drama, Mystery            ",7.6,"32,507",https://www.imdb.com/title/tt1551632/
Haven,(2010–2015),60.0,"Crime, Drama, Fantasy            ",7.6,"37,327",https://www.imdb.com/title/tt1519931/
Mildred Pierce,(2011),336.0,Drama            ,7.6,"21,149",https://www.imdb.com/title/tt1492030/
The Middle,(2009–2018),22.0,"Comedy, Family            ",7.6,"48,302",https://www.imdb.com/title/tt1442464/
Flashforward,(2009–2010),42.0,"Drama, Mystery, Sci-Fi            ",7.6,"60,422",https://www.imdb.com/title/tt1441135/
Jigeum Uri Hakgyoneun,(2022– ),60.0,"Action, Drama, Fantasy            ",7.6,"23,285",https://www.imdb.com/title/tt14169960/
The Book of Boba Fett,(2021– ),38.0,"Action, Adventure, Sci-Fi            ",7.6,"71,841",https://www.imdb.com/title/tt13668894/
The White Lotus,(2021–2022),60.0,"Comedy, Drama            ",7.6,"52,209",https://www.imdb.com/title/tt13406094/
Carlos,(2010),334.0,"Biography, Crime, Drama            ",7.6,"13,638",https://www.imdb.com/title/tt1321865/
SGU Stargate Universe,(2009–2011),43.0,"Drama, Sci-Fi            ",7.6,"49,717",https://www.imdb.com/title/tt1286039/
Dead Set,(2008),141.0,"Comedy, Drama, Horror            ",7.6,"19,554",https://www.imdb.com/title/tt1285482/
Warehouse 13,(2009–2014),43.0,"Drama, Mystery, Sci-Fi            ",7.6,"51,301",https://www.imdb.com/title/tt1132290/
The Devil Next Door,(2019),229.0,"Documentary, Crime, History            ",7.6,"12,714",https://www.imdb.com/title/tt11165002/
Alice in Borderland,(2020– ),50.0,"Action, Drama, Mystery            ",7.6,"45,048",https://www.imdb.com/title/tt10795658/
Titans,(I) (2018– ),45.0,"Action, Adventure, Crime            ",7.6,"93,266",https://www.imdb.com/title/tt1043813/
Outer Banks,(2020– ),50.0,"Action, Crime, Drama            ",7.6,"40,900",https://www.imdb.com/title/tt10293938/
Moonlight,(2007–2008),60.0,"Drama, Fantasy, Horror            ",7.6,"24,222",https://www.imdb.com/title/tt0955346/
Legend of the Seeker,(2008–2010),44.0,"Action, Adventure, Drama            ",7.6,"34,593",https://www.imdb.com/title/tt0844653/
Big Love,(2006–2011),60.0,Drama            ,7.6,"21,362",https://www.imdb.com/title/tt0421030/
Foster's Home for Imaginary Friends,(2004–2009),30.0,"Animation, Adventure, Comedy            ",7.6,"21,450",https://www.imdb.com/title/tt0419326/
Cold Case,(2003–2010),44.0,"Crime, Drama, Mystery            ",7.6,"26,705",https://www.imdb.com/title/tt0368479/
Nip/Tuck,(2003–2010),44.0,Drama            ,7.6,"55,046",https://www.imdb.com/title/tt0361217/
Little Britain,(2003–2006),29.0,Comedy            ,7.6,"23,596",https://www.imdb.com/title/tt0358856/
The L Word,(I) (2004–2009),50.0,"Drama, Romance            ",7.6,"25,872",https://www.imdb.com/title/tt0330251/
Aqua Teen Hunger Force,(2000–2015),15.0,"Animation, Comedy            ",7.6,"24,472",https://www.imdb.com/title/tt0297494/
The Amazing Race,(2001– ),60.0,"Adventure, Family, Game-Show            ",7.6,"14,206",https://www.imdb.com/title/tt0285335/
Alias,(2001–2006),42.0,"Action, Drama, Mystery            ",7.6,"49,080",https://www.imdb.com/title/tt0285333/
CSI: Crime Scene Investigation,(2000–2015),60.0,"Crime, Drama, Mystery            ",7.6,"82,135",https://www.imdb.com/title/tt0247082/
Even Stevens,(2000–2003),30.0,"Comedy, Family            ",7.6,"14,389",https://www.imdb.com/title/tt0206511/
Hey Arnold!,(1996–2004),15.0,"Animation, Comedy, Drama            ",7.6,"32,803",https://www.imdb.com/title/tt0115200/
Sailor Moon,(1995–2000),24.0,"Animation, Action, Adventure            ",7.6,"12,448",https://www.imdb.com/title/tt0114327/
NYPD Blue,(1993–2005),45.0,"Crime, Drama, Mystery            ",7.6,"13,232",https://www.imdb.com/title/tt0106079/
Darkwing Duck,(1991–1992),30.0,"Animation, Action, Adventure            ",7.6,"15,922",https://www.imdb.com/title/tt0101076/
TaleSpin,(1990–1991),30.0,"Animation, Action, Adventure            ",7.6,"14,522",https://www.imdb.com/title/tt0098924/
Chip 'n' Dale Rescue Rangers,(1988–1990),22.0,"Animation, Action, Adventure            ",7.6,"18,655",https://www.imdb.com/title/tt0096557/
Hollywood,(2020),347.0,Drama            ,7.5,"34,660",https://www.imdb.com/title/tt9827854/
Halston,(2021),240.0,"Biography, Drama            ",7.5,"13,700",https://www.imdb.com/title/tt9569546/
I Am Not Okay with This,(2020),30.0,"Comedy, Drama, Fantasy            ",7.5,"54,107",https://www.imdb.com/title/tt9446688/
Raised by Wolves,(2020– ),,"Drama, Fantasy, Sci-Fi            ",7.5,"64,585",https://www.imdb.com/title/tt9170108/
Sweet Magnolias,(2020– ),,"Drama, Romance            ",7.5,"14,560",https://www.imdb.com/title/tt9077540/
Star Trek: Picard,(2020– ),46.0,"Action, Adventure, Drama            ",7.5,"54,100",https://www.imdb.com/title/tt8806524/
Swamp Thing,(2019),60.0,"Action, Adventure, Drama            ",7.5,"23,803",https://www.imdb.com/title/tt8362852/
Evil Genius: The True Story of America's Most Diabolical Bank Heist,(2018),192.0,"Documentary, Crime            ",7.5,"26,806",https://www.imdb.com/title/tt8342862/
Servant,(2019– ),30.0,"Drama, Horror, Mystery            ",7.5,"29,712",https://www.imdb.com/title/tt8068860/
The Politician,(2019– ),42.0,"Comedy, Drama            ",7.5,"21,400",https://www.imdb.com/title/tt7971476/
Everything Sucks!,(2018),30.0,"Comedy, Drama            ",7.5,"17,719",https://www.imdb.com/title/tt7078710/
Homecoming,(2018– ),30.0,"Drama, Mystery, Thriller            ",7.5,"23,637",https://www.imdb.com/title/tt7008682/
Young Sheldon,(2017– ),30.0,Comedy            ,7.5,"50,585",https://www.imdb.com/title/tt6226232/
Frequency,(2016–2017),42.0,"Drama, Fantasy, Mystery            ",7.5,"13,546",https://www.imdb.com/title/tt5531470/
Designated Survivor,(2016–2019),60.0,"Action, Drama, Mystery            ",7.5,"86,227",https://www.imdb.com/title/tt5296406/
The Ranch,(2016–2020),30.0,"Comedy, Drama, Western            ",7.5,"37,102",https://www.imdb.com/title/tt4998212/
Mars,(2016–2018),60.0,"Adventure, Drama, Sci-Fi            ",7.5,"14,540",https://www.imdb.com/title/tt4939064/
Wynonna Earp,(2016–2021),43.0,"Action, Drama, Fantasy            ",7.5,"21,955",https://www.imdb.com/title/tt4878326/
Second Chance,(I) (2016),42.0,"Drama, Sci-Fi            ",7.5,"12,268",https://www.imdb.com/title/tt4378456/
Shooter,(2016–2018),60.0,"Action, Drama            ",7.5,"34,767",https://www.imdb.com/title/tt4181172/
Dark Matter,(2015–2017),42.0,"Adventure, Drama, Mystery            ",7.5,"41,371",https://www.imdb.com/title/tt4159076/
Hand of God,(2014–2017),60.0,"Crime, Drama            ",7.5,"11,278",https://www.imdb.com/title/tt3973768/
The Royals,(2015–2018),42.0,Drama            ,7.5,"11,906",https://www.imdb.com/title/tt3597912/
Stalker,(2014–2015),60.0,"Crime, Drama, Thriller            ",7.5,"17,262",https://www.imdb.com/title/tt3560094/
Constantine,(2014–2015),43.0,"Crime, Drama, Fantasy            ",7.5,"51,930",https://www.imdb.com/title/tt3489184/
Reign,(2013–2017),42.0,"Drama, Fantasy            ",7.5,"47,640",https://www.imdb.com/title/tt2710394/
The Last Ship,(2014–2018),60.0,"Action, Drama, Sci-Fi            ",7.5,"57,227",https://www.imdb.com/title/tt2402207/
Legends,(2014–2015),60.0,"Action, Crime, Drama            ",7.5,"13,074",https://www.imdb.com/title/tt2402137/
Agents of S.H.I.E.L.D.,(2013–2020),45.0,"Action, Adventure, Drama            ",7.5,"211,539",https://www.imdb.com/title/tt2364582/
Go On,(2012–2013),22.0,Comedy            ,7.5,"19,967",https://www.imdb.com/title/tt2300923/
The Bible,(2013),440.0,"Action, Drama, War            ",7.5,"11,376",https://www.imdb.com/title/tt2245988/
Arrow,(2012–2020),42.0,"Action, Adventure, Crime            ",7.5,"423,018",https://www.imdb.com/title/tt2193021/
Top of the Lake,(2013–2017),60.0,"Crime, Drama, Mystery            ",7.5,"34,775",https://www.imdb.com/title/tt2103085/
Mirai nikki,(2011–2013),25.0,"Animation, Action, Drama            ",7.5,"16,356",https://www.imdb.com/title/tt2069441/
Copper,(2012–2013),42.0,"Action, Drama            ",7.5,"10,450",https://www.imdb.com/title/tt2006374/
13 Reasons Why,(2017–2020),60.0,"Drama, Mystery, Thriller            ",7.5,"278,349",https://www.imdb.com/title/tt1837492/
Last Man Standing,(2011–2021),30.0,Comedy            ,7.5,"32,928",https://www.imdb.com/title/tt1828327/
Dash & Lily,(2020),,"Comedy, Drama, Romance            ",7.5,"16,907",https://www.imdb.com/title/tt1758589/
Perception,(2012–2015),42.0,"Crime, Drama, Mystery            ",7.5,"20,761",https://www.imdb.com/title/tt1714204/
Awkward.,(2011–2016),22.0,"Comedy, Drama, Romance            ",7.5,"43,964",https://www.imdb.com/title/tt1663676/
Life's Too Short,(2011–2013),30.0,Comedy            ,7.5,"15,345",https://www.imdb.com/title/tt1641247/
Being Human,(2011–2014),44.0,"Drama, Fantasy, Horror            ",7.5,"25,307",https://www.imdb.com/title/tt1595680/
Outsourced,(2010–2011),30.0,Comedy            ,7.5,"12,230",https://www.imdb.com/title/tt1593756/
The Glades,(2010–2013),60.0,"Action, Crime, Drama            ",7.5,"13,075",https://www.imdb.com/title/tt1552112/
Life Unexpected,(2010–2011),60.0,Drama            ,7.5,"14,545",https://www.imdb.com/title/tt1442109/
True Story,(III) (2021),260.0,"Crime, Drama, Thriller            ",7.5,"15,702",https://www.imdb.com/title/tt13655456/
Night Stalker: The Hunt for a Serial Killer,(2021),189.0,"Documentary, Crime, Mystery            ",7.5,"22,999",https://www.imdb.com/title/tt13651632/
Harper's Island,(2009),40.0,"Drama, Horror, Mystery            ",7.5,"26,154",https://www.imdb.com/title/tt1232320/
"Tiger King: Murder, Mayhem and Madness",(2020–2021),45.0,"Documentary, Biography, Crime            ",7.5,"75,778",https://www.imdb.com/title/tt11823076/
Cruel Summer,(2021– ),45.0,"Drama, Mystery, Thriller            ",7.5,"12,405",https://www.imdb.com/title/tt11083696/
Ginny & Georgia,(2021– ),,"Comedy, Drama            ",7.5,"42,319",https://www.imdb.com/title/tt10813940/
Tehran,(2020– ),45.0,"Action, Crime, Drama            ",7.5,"12,380",https://www.imdb.com/title/tt10577736/
Love Life,(2020– ),35.0,"Comedy, Romance            ",7.5,"13,138",https://www.imdb.com/title/tt10380768/
Stumptown,(2019–2020),44.0,"Crime, Drama            ",7.5,"11,030",https://www.imdb.com/title/tt10313066/
What If...?,(2021– ),,"Animation, Action, Adventure            ",7.5,"87,465",https://www.imdb.com/title/tt10168312/
Blood of Zeus,(2020– ),30.0,"Animation, Action, Adventure            ",7.5,"16,412",https://www.imdb.com/title/tt10009170/
Kitchen Nightmares,(2007–2014),60.0,Reality-TV            ,7.5,"12,450",https://www.imdb.com/title/tt0983514/
Greek,(2007–2011),60.0,"Comedy, Drama, Family            ",7.5,"24,228",https://www.imdb.com/title/tt0976014/
"Tim and Eric Awesome Show, Great Job!",(2007–2017),11.0,"Comedy, Music            ",7.5,"11,328",https://www.imdb.com/title/tt0912343/
The Penguins of Madagascar,(2008–2015),11.0,"Animation, Short, Action            ",7.5,"17,801",https://www.imdb.com/title/tt0892700/
Heroes,(II) (2006–2010),45.0,"Drama, Fantasy, Sci-Fi            ",7.5,"236,763",https://www.imdb.com/title/tt0813715/
Invasion,(2005–2006),60.0,"Drama, Horror, Mystery            ",7.5,"12,251",https://www.imdb.com/title/tt0460651/
Everybody Hates Chris,(2005–2009),22.0,"Comedy, Drama, Music            ",7.5,"36,536",https://www.imdb.com/title/tt0460637/
Masters of Horror,(2005–2007),60.0,Horror            ,7.5,"12,050",https://www.imdb.com/title/tt0448190/
Desperate Housewives,(2004–2012),45.0,"Comedy, Drama, Mystery            ",7.5,"124,535",https://www.imdb.com/title/tt0410975/
The O.C.,(2003–2007),44.0,"Comedy, Drama, Romance            ",7.5,"86,553",https://www.imdb.com/title/tt0362359/
Everwood,(2002–2006),60.0,Drama            ,7.5,"13,784",https://www.imdb.com/title/tt0318883/
Smallville,(2001–2011),60.0,"Adventure, Drama, Romance            ",7.5,"123,522",https://www.imdb.com/title/tt0279600/
Enterprise,(2001–2005),60.0,"Action, Adventure, Drama            ",7.5,"51,008",https://www.imdb.com/title/tt0244365/
Roswell,(1999–2002),42.0,"Drama, Mystery, Sci-Fi            ",7.5,"28,727",https://www.imdb.com/title/tt0201391/
He-Man and the Masters of the Universe,(1983–1985),30.0,"Animation, Action, Adventure            ",7.5,"18,163",https://www.imdb.com/title/tt0126158/
The Pretender,(1996–2000),60.0,"Drama, Mystery, Sci-Fi            ",7.5,"15,623",https://www.imdb.com/title/tt0115320/
Early Edition,(1996–2000),41.0,"Adventure, Comedy, Drama            ",7.5,"11,943",https://www.imdb.com/title/tt0115163/
Beavis and Butt-Head,(1993–2011),15.0,"Animation, Comedy, Music            ",7.5,"30,024",https://www.imdb.com/title/tt0105950/
The Ren & Stimpy Show,(1991–1996),30.0,"Animation, Adventure, Comedy            ",7.5,"22,507",https://www.imdb.com/title/tt0101178/
Dinosaurs,(1991–1994),30.0,"Comedy, Family, Fantasy            ",7.5,"18,386",https://www.imdb.com/title/tt0101081/
Tiny Toon Adventures,(1990–1995),21.0,"Animation, Short, Adventure            ",7.5,"12,932",https://www.imdb.com/title/tt0098929/
Miami Vice,(1984–1989),48.0,"Action, Crime, Drama            ",7.5,"25,632",https://www.imdb.com/title/tt0086759/
The A-Team,(1983–1987),60.0,"Action, Adventure, Crime            ",7.5,"36,899",https://www.imdb.com/title/tt0084967/
"Magnum, P.I.",(1980–1988),48.0,"Action, Adventure, Crime            ",7.5,"24,560",https://www.imdb.com/title/tt0080240/
Little House on the Prairie,(1974–1983),60.0,"Drama, Family, Romance            ",7.5,"22,283",https://www.imdb.com/title/tt0071007/
Virgin River,(2019– ),44.0,"Drama, Romance            ",7.4,"33,505",https://www.imdb.com/title/tt9077530/
Firefly Lane,(2021– ),,"Drama, Romance            ",7.4,"19,593",https://www.imdb.com/title/tt9012876/
Tales from the Loop,(2020– ),50.0,"Drama, Sci-Fi            ",7.4,"17,668",https://www.imdb.com/title/tt8741290/
The Nevers,(2021– ),58.0,"Action, Drama, Fantasy            ",7.4,"20,696",https://www.imdb.com/title/tt8697870/
The Wilds,(2020– ),60.0,"Adventure, Drama, Mystery            ",7.4,"14,698",https://www.imdb.com/title/tt8633062/
Chucky,(2021– ),42.0,"Horror, Thriller            ",7.4,"14,911",https://www.imdb.com/title/tt8388390/
The Undoing,(2020),337.0,"Crime, Drama, Mystery            ",7.4,"84,570",https://www.imdb.com/title/tt8134470/
Legacies,(2018– ),45.0,"Adventure, Drama, Fantasy            ",7.4,"27,409",https://www.imdb.com/title/tt8103070/
The Little Drummer Girl,(2018),342.0,"Drama, Thriller            ",7.4,"11,388",https://www.imdb.com/title/tt7598448/
Chilling Adventures of Sabrina,(2018–2020),60.0,"Drama, Fantasy, Horror            ",7.4,"88,400",https://www.imdb.com/title/tt7569592/
A.P. Bio,(2018–2021),21.0,Comedy            ,7.4,"13,889",https://www.imdb.com/title/tt6461726/
White Gold,(2017–2019),30.0,Comedy            ,7.4,"10,854",https://www.imdb.com/title/tt6010920/
The Tick,(2016–2019),29.0,"Action, Adventure, Comedy            ",7.4,"17,546",https://www.imdb.com/title/tt5540054/
"Midnight, Texas",(2017–2018),60.0,"Drama, Fantasy, Mystery            ",7.4,"13,593",https://www.imdb.com/title/tt5464086/
Marcella,(2016– ),45.0,"Crime, Drama, Mystery            ",7.4,"29,467",https://www.imdb.com/title/tt5269594/
Blindspot,(2015–2020),42.0,"Action, Crime, Drama            ",7.4,"71,608",https://www.imdb.com/title/tt4474344/
Wet Hot American Summer: First Day of Camp,(2015),30.0,Comedy            ,7.4,"23,565",https://www.imdb.com/title/tt4341500/
Outcast,(2016–2017),60.0,"Drama, Horror            ",7.4,"18,429",https://www.imdb.com/title/tt4229954/
Colony,(2016–2018),42.0,"Action, Adventure, Drama            ",7.4,"34,937",https://www.imdb.com/title/tt4209256/
Fortitude,(2015–2018),60.0,"Drama, Horror, Mystery            ",7.4,"21,086",https://www.imdb.com/title/tt3498622/
Houdini,(2014),174.0,"Biography, Drama            ",7.4,"11,550",https://www.imdb.com/title/tt3132738/
Faking It,(2014–2016),21.0,"Comedy, Drama, Romance            ",7.4,"14,491",https://www.imdb.com/title/tt3127020/
Locke & Key,(2020– ),48.0,"Drama, Fantasy, Horror            ",7.4,"71,696",https://www.imdb.com/title/tt3007572/
Sleepy Hollow,(2013–2017),45.0,"Action, Adventure, Crime            ",7.4,"59,882",https://www.imdb.com/title/tt2647544/
Wayward Pines,(2015–2016),60.0,"Drama, Mystery, Sci-Fi            ",7.4,"54,526",https://www.imdb.com/title/tt2618986/
The Night Shift,(2014–2017),42.0,"Drama, Romance            ",7.4,"11,981",https://www.imdb.com/title/tt2477230/
Hello Ladies,(2013–2014),29.0,Comedy            ,7.4,"12,368",https://www.imdb.com/title/tt2378794/
